shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
DB0088,-122.086422,37.532896,100101,
DB0088,-122.086894,37.532807,100102,
DB0088,-122.087356,37.532707,100103,
DB0088,-122.087818,37.532598,100104,
DB0088,-122.088271,37.532472,100105,
DB0088,-122.088723,37.53234,100106,
DB0088,-122.089166,37.532195,100107,
DB0088,-122.089604,37.532039,100108,
DB0088,-122.090038,37.531876,100109,
DB0088,-122.090463,37.531701,100110,
DB0088,-122.090878,37.531516,100111,
DB0088,-122.091288,37.531319,100112,
DB0088,-122.09169,37.531113,100113,
DB0088,-122.092085,37.530899,100114,
DB0088,-122.092469,37.530672,100115,
DB0088,-122.092845,37.530439,100116,
DB0088,-122.093211,37.530195,100117,
DB0088,-122.093568,37.529943,100118,
DB0088,-122.093913,37.529681,100119,
DB0088,-122.094257,37.529405,100120,
DB0088,-122.094663,37.529056,100121,
DB0088,-122.097391,37.5267,100122,
DB0088,-122.098203,37.526,100123,
DB0088,-122.099968,37.52447,100124,
DB0088,-122.100854,37.523708,100125,
DB0088,-122.101738,37.522941,100126,
DB0088,-122.102098,37.522598,100127,
DB0088,-122.102419,37.522278,100128,
DB0088,-122.102727,37.52195,100129,
DB0088,-122.103021,37.521613,100130,
DB0088,-122.10333,37.52123,100131,
DB0088,-122.103602,37.520869,100132,
DB0088,-122.104389,37.519766,100133,
DB0088,-122.104534,37.519562,100134,
DB0088,-122.105432,37.518294,100135,
DB0088,-122.106189,37.517221,100136,
DB0088,-122.106469,37.516818,100137,
DB0088,-122.107513,37.515344,100138,
DB0088,-122.108005,37.514664,100139,
DB0088,-122.108164,37.514456,100140,
DB0088,-122.108474,37.514057,100141,
DB0088,-122.108689,37.513792,100142,
DB0088,-122.10901,37.51342,100143,
DB0088,-122.10957,37.512798,100144,
DB0088,-122.110142,37.5122,100145,
DB0088,-122.110666,37.51168,100146,
DB0088,-122.11113,37.511244,100147,
DB0088,-122.111605,37.510813,100148,
DB0088,-122.112093,37.510394,100149,
DB0088,-122.112593,37.509985,100150,
DB0088,-122.113105,37.509586,100151,
DB0088,-122.113631,37.509195,100152,
DB0088,-122.114174,37.508813,100153,
DB0088,-122.115468,37.507929,100154,
DB0088,-122.11637,37.507305,100155,
DB0088,-122.116992,37.506883,100156,
DB0088,-122.117198,37.50675,100157,
DB0088,-122.121635,37.503772,100158,
DB0088,-122.124796,37.501723,100159,
DB0088,-122.125217,37.50145,100160,
