block_id,bikes_allowed,route_id,wheelchair_accessible,original_trip_id,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_192,1,92X,1,1217040,0,ACE Train,shp-92X-51,2_merged_1478087,1217040_merged_1480333,
b_1000216,1,16,1,1439040,0,Concord BART Via Downtown PH,shp-16-51,2_merged_1478087,1439040_merged_1479405,
b_314,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478088,57080,
b_218,1,18,1,,0,PH  BART,shp-18-51,4_merged_1478088,785080,
b_17,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,4_merged_1478088,1076080,
a_3802,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,1079020,
b_216,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478088,260080,
b_796,1,93X,1,,1,Antioch BART,shp-93X-01,2_merged_1478087,972040,
a_14202,1,7,1,868020,0,PH BART  Via Shadelands,shp-7-04,4_merged_1478084,868020_merged_1479210,
b_635,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,4_merged_1478088,385080,
b_1000316,1,16,1,77020,0,Concord BART Via Downtown PH,shp-16-51,3_merged_1478086,77020_merged_1479435,
b_100011,1,1,1,,1,Shadelands Via Walnut Creek BART,shp-1-01,4_merged_1478088,951080,
a_13102,1,14,1,1402020,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,1402020_merged_1478276,
b_1000610,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,295040,
a_3204,1,9,1,281040,0,WC  BART Via PH  BART,shp-9-51,1_merged_1478081,281040_merged_1478586,
b_191,1,91X,1,363040,1,Airport Plaza,shp-91X-01,2_merged_1478087,363040_merged_1479649,
b_100029,1,9,1,,1,DVC/PH  BART,shp-9-01,4_merged_1478088,1400080,
b_100016,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,4_merged_1478088,1397080,
a_9502,1,14,1,1209020,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,1209020_merged_1478913,
a_8602,1,20,1,606020,1,Concord BART,shp-20-01,4_merged_1478084,606020_merged_1478912,
a_302,1,11,1,,1,Concord BART,shp-11-01,4_merged_1478084,236020,
b_210,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,709040,
a_7301,1,321,1,,0,San Ramon,shp-321-51,2_merged_1478083,1265010,
a_12504,1,98X,1,181040,1,Martinez AMTRAK,shp-98X-01,1_merged_1478081,181040_merged_1478565,
b_196,1,93X,1,,0,WC  BART,shp-93X-51,4_merged_1478088,171080,
b_1000298,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,3_merged_1478086,88020,
a_15802,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478084,663020,
a_12604,1,14,1,1035040,1,Concord BART Via PH  BART,shp-14-01,1_merged_1478081,1035040_merged_1478150,
b_1000610,1,20,1,,0,DVC,shp-20-51,2_merged_1478087,543040,
a_16202,1,95X,1,,0,Walnut Creek BART Via  Danville Park & Ride/ San Ramon,shp-95X-03,4_merged_1478084,1283020,
b_2000214,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,723040,
a_2004,1,6,1,166040,0,Orinda BART  Via St Marys College,shp-6-51,1_merged_1478081,166040_merged_1478131,
a_1201,1,310,1,,0,Concord BART,shp-310-51,2_merged_1478083,648010,
b_10003311,1,315,1,,0,Concord BART Via Clayton/Treat,shp-315-01,1_merged_1478085,724010,
b_216,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478088,267080,
a_1507,1,316,1,,1,Downtown PH Via Martinez,shp-316-01,3_merged_1478082,814070,
a_17004,1,20,1,1298040,0,DVC,shp-20-51,1_merged_1478081,1298040_merged_1479139,
a_1804,1,4,1,935040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,935040_merged_1478725,
b_499,1,99X,1,,0,Martinez Amtrak,shp-99X-55,4_merged_1478088,50080,
b_3321,1,335,1,,1,To San Ramon Via Bollinger Canyon,shp-335-01,1_merged_1478085,728010,
b_1000610,1,20,1,,0,DVC,shp-20-51,4_merged_1478088,187080,
a_14704,1,20,1,,0,DVC,shp-20-51,1_merged_1478081,640040,
a_5804,1,5,1,,0,Creekside,shp-5-51,1_merged_1478081,1247040,
b_1000228,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,2_merged_1478087,111040,
b_10001310,1,310,1,,1,CLAYTON,shp-310-01,5,954070,
a_9302,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478084,950020,
a_10301,1,314,1,,0,DVC Via Monument,shp-314-52,2_merged_1478083,1468010,
a_4402,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,1112020,
a_3302,1,91X,1,1302020,1,Airport Plaza,shp-91X-01,4_merged_1478084,1302020_merged_1478119,
a_15604,1,99X,1,,0,MASON CIRCLE,shp-99X-53,1_merged_1478081,556040,
a_7401,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478083,1464010,
a_12502,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,1390020,
a_9702,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478084,421020,
a_1301,1,311,1,,0,WC  BART Via PH  BART,shp-311-51,2_merged_1478083,702010,
a_8001,1,320,1,417010,0,DVC Via Diamond,shp-320-51,2_merged_1478083,417010_merged_1478179,
a_13507,1,301,1,,0,WC BART VIA JOHN MUIR MED CTR,shp-301-02,3_merged_1478082,469070,
a_5601,1,321,1,,1,WC  BART,shp-321-01,2_merged_1478083,431010,
b_1096,1,93X,1,,1,Antioch BART,shp-93X-01,2_merged_1478087,953040,
a_9504,1,14,1,1209040,0,Walnut Creek BART Via PH  BART,shp-14-51,1_merged_1478081,1209040_merged_1479085,
a_8604,1,20,1,606040,1,Concord BART,shp-20-01,1_merged_1478081,606040_merged_1479084,
b_1000221,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478088,96080,
b_2000117,1,17,1,,1,N Concord BART Via John Muir Concord,shp-17-01_merged_1478096,3_merged_1478086,47020,
a_16604,1,35,1,,1,San Ramon  TC Via Windemere Pkwy,shp-35-01,1_merged_1478081,1351040,
b_1000216,1,16,1,734020,1,AMTRAK Via Downtown PH,shp-16-01,3_merged_1478086,734020_merged_1480418,
a_904,1,19,1,1259040,1,Martinez AMTRAK,shp-19-01,1_merged_1478081,1259040_merged_1478167,
b_100014,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,3_merged_1478086,497020,
b_15,1,5,1,501020,0,Creekside,shp-5-51,3_merged_1478086,501020_merged_1479715,
a_12807,1,315,1,1147070,0,Concord BART Via Clayton/Treat,shp-315-01,3_merged_1478082,1147070_merged_1478804,
b_115,1,15,1,,1,Concord BART,shp-15-02,2_merged_1478087,25040,
b_314,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,301040,
b_810,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,576080,
b_1210,1,20,1,1001040,1,Concord BART,shp-20-01,2_merged_1478087,1001040_merged_1480064,
a_1902,1,5,1,1129020,0,Creekside,shp-5-51,4_merged_1478084,1129020_merged_1478387,
a_17002,1,20,1,,0,DVC,shp-20-51,4_merged_1478084,812020,
a_6402,1,15,1,689020,1,Concord BART,shp-15-02,4_merged_1478084,689020_merged_1479059,
a_6907,1,310,1,,0,Concord BART,shp-310-51,3_merged_1478082,523070,
a_9302,1,10,1,1015020,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478084,1015020_merged_1478902,
a_7702,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,4_merged_1478084,409020,
a_13701,1,321,1,,0,San Ramon,shp-321-51,2_merged_1478083,1018010,
b_10001310,1,320,1,1173010,1,Concord BART Via Diamond Blvd,shp-320-01,1_merged_1478085,1173010_merged_1479950,
b_11,1,1,1,,1,Shadelands Via Walnut Creek BART,shp-1-01,2_merged_1478087,515040,
b_1000216,1,16,1,,1,AMTRAK Via Downtown PH,shp-16-01,4_merged_1478088,602080,
b_796,1,95X,1,,0,Walnut Creek BART Via  Danville Park & Ride/ San Ramon,shp-95X-03,4_merged_1478088,617080,
b_21,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,4_merged_1478088,967080,
a_11602,1,616,1,249020,1,San Miguel Rd,shp-616-01,4_merged_1478084,249020_merged_1478472,
a_10101,1,310,1,,0,Concord BART,shp-310-51,2_merged_1478083,1199010,
b_10002310,1,310,1,,1,CLAYTON,shp-310-01,5,32070,
b_111,1,11,1,,1,Concord BART,shp-11-01,2_merged_1478087,231040,
b_1000298,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,2_merged_1478087,88040,
b_1000114,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478088,1097080,
a_2002,1,6,1,305020,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478084,305020_merged_1479076,
a_5201,1,320,1,,0,DVC Via Diamond,shp-320-51,2_merged_1478083,890010,
b_1210,1,20,1,,0,DVC,shp-20-51,3_merged_1478086,937020,
b_496,1,93X,1,1148020,0,WC  BART,shp-93X-51,3_merged_1478086,1148020_merged_1479428,
b_1000128,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,3_merged_1478086,1352020,
b_1110,1,10,1,964020,1,Clayton,shp-10-01,3_merged_1478086,964020_merged_1480377,
b_30003314,1,314,1,695010,1,Concord BART,shp-314-01,1_merged_1478085,695010_merged_1479679,
a_14702,1,20,1,1456020,1,Concord BART,shp-20-01,4_merged_1478084,1456020_merged_1478973,
a_3902,1,99X,1,750020,1,BART N CONCORD,shp-99X-02_merged_1478091,4_merged_1478084,750020_merged_1479269,
b_810,1,10,1,1454020,1,Washington Blvd /Clayton rd,shp-10-03,3_merged_1478086,1454020_merged_1480423,
a_11604,1,91X,1,101040,1,Airport Plaza,shp-91X-01,1_merged_1478081,101040_merged_1478388,
a_6304,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,1_merged_1478081,270040,
b_37,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,4_merged_1478088,726080,
a_4004,1,20,1,37040,1,Concord BART,shp-20-01,1_merged_1478081,37040_merged_1479044,
b_114,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,3_merged_1478086,875020,
a_12902,1,10,1,1423020,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478084,1423020_merged_1478951,
b_1000610,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,781080,
a_13501,1,315,1,,0,Concord BART Via Clayton/Treat,shp-315-01,2_merged_1478083,157010,
b_1310,1,625,1,,0,Happy Valley Rd,shp-625-02,2_merged_1478087,182040,
a_602,1,16,1,779020,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478084,779020_merged_1478615,
b_810,1,10,1,,1,Clayton,shp-10-01,4_merged_1478088,1367080,
b_1210,1,10,1,,0,Concord BART,shp-10-53,4_merged_1478088,474080,
a_604,1,16,1,8040,0,Concord BART Via Downtown PH,shp-16-51,1_merged_1478081,8040_merged_1478444,
b_110,1,10,1,175020,0,Concord BART,shp-10-53,3_merged_1478086,175020_merged_1480125,
b_1010,1,10,1,,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478088,1411080,
b_2310,1,320,1,770010,1,Concord BART Via Diamond Blvd,shp-320-01,1_merged_1478085,770010_merged_1480238,
a_8902,1,10,1,1263020,1,Clayton,shp-10-01,4_merged_1478084,1263020_merged_1478942,
a_1601,1,321,1,,1,WC  BART,shp-321-01,2_merged_1478083,932010,
b_100026,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478088,1375080,
b_510,1,10,1,,1,Clayton,shp-10-01,2_merged_1478087,1252040,
b_1000610,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,411080,
b_1010,1,20,1,403040,0,DVC,shp-20-51,2_merged_1478087,403040_merged_1479774,
b_1314,1,314,1,,1,Concord BART,shp-314-01,5,13070,
a_2004,1,6,1,411040,0,Orinda BART  Via St Marys College,shp-6-51,1_merged_1478081,411040_merged_1478538,
a_15702,1,20,1,317020,0,DVC,shp-20-51,4_merged_1478084,317020_merged_1478777,
a_6704,1,21,1,1161040,0,San Ramon TC,shp-21-51,1_merged_1478081,1161040_merged_1478168,
b_46,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,4_merged_1478088,230080,
b_510,1,20,1,981020,0,DVC,shp-20-51,3_merged_1478086,981020_merged_1479927,
b_121,1,21,1,656020,1,Walnut Creek BART,shp-21-01,3_merged_1478086,656020_merged_1479979,
a_8502,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,343020,
a_904,1,19,1,1346040,0,Concord BART,shp-19-51,1_merged_1478081,1346040_merged_1478395,
b_1000218,1,18,1,183040,0,PH  BART,shp-18-51,2_merged_1478087,183040_merged_1480313,
a_504,1,15,1,649040,1,Concord BART,shp-15-02,1_merged_1478081,649040_merged_1479010,
a_15604,1,99X,1,,0,Martinez Amtrak,shp-99X-55,1_merged_1478081,278040,
b_299,1,99X,1,787040,1,BART N CONCORD,shp-99X-02_merged_1478095,2_merged_1478087,787040_merged_1479644,
b_215,1,15,1,1277040,1,Concord BART,shp-15-02,2_merged_1478087,1277040_merged_1479361,
a_7307,1,335,1,,1,To San Ramon Via Bollinger Canyon,shp-335-01,3_merged_1478082,23070,
a_15802,1,21,1,,0,San Ramon TC,shp-21-51,4_merged_1478084,729020,
a_1004,1,21,1,228040,1,Walnut Creek BART,shp-21-01,1_merged_1478081,228040_merged_1479257,
b_117,1,17,1,,0,Concord BART Via John Muir Concord,shp-17-51,4_merged_1478088,1182080,
b_1296,1,96X,1,1189040,0,Walnut Creek BART Via Bishop Ranch,shp-96X-05,2_merged_1478087,1189040_merged_1480374,
a_6802,1,28,1,,1,Martinez AMTRAK Via VA Clinic,shp-28-51,4_merged_1478084,629020,
a_1801,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478083,967010,
b_110,1,10,1,1437040,1,Clayton,shp-10-01,2_merged_1478087,1437040_merged_1479346,
b_414,1,14,1,228020,1,Concord BART Via PH  BART,shp-14-01,3_merged_1478086,228020_merged_1479800,
a_7804,1,14,1,198040,1,Concord BART Via PH  BART,shp-14-01,1_merged_1478081,198040_merged_1478946,
b_29,1,9,1,1105040,0,WC  BART Via PH  BART,shp-9-51,2_merged_1478087,1105040_merged_1479761,
b_1000218,1,18,1,1263020,0,PH  BART,shp-18-51,3_merged_1478086,1263020_merged_1480181,
b_100015,1,5,1,1007040,0,Creekside,shp-5-51,2_merged_1478087,1007040_merged_1479951,
a_17602,1,10,1,,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478084,1021020,
b_15,1,5,1,666040,1,Walnut Creek BART,shp-5-01,2_merged_1478087,666040_merged_1479757,
b_1000128,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,4_merged_1478088,466080,
b_435,1,35,1,,0,Dublin BART Via Bollinger Canyon,shp-35-52,4_merged_1478088,1357080,
b_210,1,10,1,,0,Concord BART,shp-10-51,4_merged_1478088,896080,
b_16,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,5,1264070,
b_24,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478088,1023080,
a_7407,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,3_merged_1478082,972070,
b_10002311,1,311,1,,1,Concord BART Via PH  BART,shp-311-01,1_merged_1478085,796010,
a_9904,1,21,1,,0,San Ramon TC,shp-21-51,1_merged_1478081,699040,
a_17602,1,20,1,,0,DVC,shp-20-51,4_merged_1478084,816020,
b_15,1,5,1,,0,Creekside,shp-5-51,4_merged_1478088,733080,
b_1310,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,489080,
b_216,1,16,1,,0,Concord BART Via Downtown PH,shp-16-51,4_merged_1478088,373080,
b_27,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,4_merged_1478088,1185080,
a_5704,1,4,1,1473040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,1473040_merged_1479175,
b_2311,1,301,1,,0,WC BART VIA JOHN MUIR MED CTR,shp-301-02,1_merged_1478085,1188010,
b_699,1,99X,1,,0,Martinez Amtrak,shp-99X-55,2_merged_1478087,324040,
b_410,1,10,1,,0,Concord BART,shp-10-51,4_merged_1478088,1214080,
a_12707,1,310,1,1184070,1,CLAYTON,shp-310-01,3_merged_1478082,1184070_merged_1478313,
a_7301,1,335,1,,0,To Dublin BART Via Bollinger Canyon,shp-335-51,2_merged_1478083,1377010,
b_1000298,1,98X,1,,1,Martinez AMTRAK,shp-98X-01,4_merged_1478088,1477080,
b_1010,1,20,1,,0,DVC,shp-20-51,4_merged_1478088,1462080,
b_293,1,93X,1,490020,0,WC  BART,shp-93X-51,3_merged_1478086,490020_merged_1480164,
b_1000128,1,28,1,548040,1,Martinez AMTRAK Via VA Clinic,shp-28-51,2_merged_1478087,548040_merged_1480486,
b_810,1,10,1,17020,1,Washington Blvd /Clayton rd,shp-10-03,3_merged_1478086,17020_merged_1480528,
b_2000214,1,14,1,115040,1,Concord BART Via PH  BART,shp-14-01,2_merged_1478087,115040_merged_1479957,
a_10704,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478081,414040,
b_910,1,20,1,,1,Concord BART,shp-20-01,4_merged_1478088,120080,
b_15,1,5,1,1261020,1,Walnut Creek BART,shp-5-01,3_merged_1478086,1261020_merged_1480411,
a_5104,1,28,1,1360040,1,Martinez AMTRAK Via VA Clinic,shp-28-51,1_merged_1478081,1360040_merged_1478713,
a_5804,1,5,1,886040,1,Walnut Creek BART,shp-5-01,1_merged_1478081,886040_merged_1478357,
a_15002,1,35,1,144020,0,Dublin BART Via Windemere Pkwy,shp-35-51,4_merged_1478084,144020_merged_1478429,
b_114,1,14,1,,0,Walnut Creek BART Via PH  BART,shp-14-51,2_merged_1478087,1225040,
a_13004,1,11,1,12040,0,PH  BART,shp-11-51,1_merged_1478081,12040_merged_1478572,
a_15702,1,20,1,1411020,0,DVC,shp-20-51,4_merged_1478084,1411020_merged_1479024,
a_5104,1,28,1,,1,Martinez AMTRAK Via VA Clinic,shp-28-51,1_merged_1478081,758040,
b_228,1,28,1,1288040,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,2_merged_1478087,1288040_merged_1479705,
b_610,1,20,1,,0,DVC,shp-20-51,4_merged_1478088,1467080,
a_3904,1,99X,1,,1,BART N CONCORD,shp-99X-02_merged_1478091,1_merged_1478081,300040,
a_1004,1,21,1,,1,Walnut Creek BART,shp-21-01,1_merged_1478081,1356040,
b_296,1,96X,1,,0,Walnut Creek BART Via Bishop Ranch,shp-96X-05,4_merged_1478088,362080,
b_100024,1,4,1,794040,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,2_merged_1478087,794040_merged_1479408,
a_6404,1,15,1,,0,PH  BART,shp-15-51,1_merged_1478081,1171040,
a_17702,1,95X,1,1384020,0,Walnut Creek BART Via  Danville Park & Ride/ San Ramon,shp-95X-03,4_merged_1478084,1384020_merged_1478623,
b_16,1,6,1,,0,Orinda BART  Via St Marys College,shp-6-51,4_merged_1478088,908080,
a_10307,1,314,1,,0,DVC Via Monument,shp-314-52,3_merged_1478082,627070,
a_5907,1,6,1,,1,Lafayette BART Via St Marys College,shp-6-01,3_merged_1478082,1224070,
b_535,1,35,1,419020,0,Dublin BART Via Bollinger Canyon,shp-35-52,3_merged_1478086,419020_merged_1480191,
b_410,1,20,1,1331040,0,DVC,shp-20-51,2_merged_1478087,1331040_merged_1479658,
b_110,1,20,1,1378020,0,DVC,shp-20-51,3_merged_1478086,1378020_merged_1479531,
a_5702,1,4,1,810020,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,4_merged_1478084,810020_merged_1478605,
a_6204,1,1,1,297040,0,Rossmoor Via Walnut Creek BART,shp-1-52,1_merged_1478081,297040_merged_1478929,
b_100024,1,4,1,272010,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,1_merged_1478085,272010_merged_1479681,
b_796,1,93X,1,,1,Antioch BART,shp-93X-01,3_merged_1478086,972020,
b_710,1,10,1,,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478088,708080,
b_1000111,1,11,1,487020,0,PH  BART,shp-11-51,3_merged_1478086,487020_merged_1479494,
a_102,1,1,1,1009020,0,Rossmoor Via Walnut Creek BART,shp-1-52,4_merged_1478084,1009020_merged_1479219,
a_304,1,11,1,,1,Concord BART,shp-11-01,1_merged_1478081,1196040,
a_12707,1,310,1,,1,CLAYTON,shp-310-01,3_merged_1478082,1467070,
b_1010,1,20,1,,1,Concord BART,shp-20-01,3_merged_1478086,121020,
b_210,1,10,1,1405040,1,Washington Blvd /Clayton rd,shp-10-03,2_merged_1478087,1405040_merged_1480112,
b_214,1,14,1,458040,0,Walnut Creek BART Via PH  BART,shp-14-51,2_merged_1478087,458040_merged_1479896,
b_135,1,35,1,,1,San Ramon  Via Bollinger Canyon,shp-35-02,2_merged_1478087,341040,
b_16,1,6,1,908040,0,Orinda BART  Via St Marys College,shp-6-51,2_merged_1478087,908040_merged_1480520,
a_9604,1,15,1,517040,1,Concord BART Via John Muir Concord,shp-15-04,1_merged_1478081,517040_merged_1478868,
a_304,1,11,1,,1,Concord BART,shp-11-01,1_merged_1478081,236040,
a_7504,1,6,1,275040,1,Lafayette BART Via St Marys College,shp-6-01,1_merged_1478081,275040_merged_1478613,
b_10001316,1,316,1,,0,PH  BART Via Martinez AMTRAK,shp-316-51,5,1265070,
b_210,1,20,1,,0,DVC,shp-20-51,3_merged_1478086,709020,
a_3204,1,9,1,334040,1,DVC/PH  BART,shp-9-01,1_merged_1478081,334040_merged_1478783,
b_111,1,11,1,,1,Concord BART,shp-11-01,4_merged_1478088,883080,
a_5804,1,5,1,1195040,0,Creekside,shp-5-51,1_merged_1478081,1195040_merged_1478665,
b_21,1,1,1,,0,Rossmoor Via Walnut Creek BART,shp-1-52,2_merged_1478087,160040,
b_1310,1,310,1,,1,CLAYTON,shp-310-01,5,648070,
b_510,1,10,1,1478020,0,Concord BART,shp-10-53,3_merged_1478086,1478020_merged_1479425,
b_2310,1,320,1,784010,0,DVC Via Diamond,shp-320-51,1_merged_1478085,784010_merged_1480424,
a_8502,1,14,1,772020,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,772020_merged_1479128,
b_2000214,1,14,1,,1,Concord BART Via PH  BART,shp-14-01,3_merged_1478086,723020,
a_7007,1,311,1,1233070,1,Concord BART Via PH  BART,shp-311-01,3_merged_1478082,1233070_merged_1478525,
b_635,1,35,1,385040,1,San Ramon  Via Bollinger Canyon,shp-35-02,2_merged_1478087,385040_merged_1479971,
b_896,1,606,1,873040,0,Orinda/Miner Rd,shp-606-04,2_merged_1478087,873040_merged_1479986,
b_1616,1,616,1,,1,San Miguel Rd,shp-616-01,3_merged_1478086,233020,
b_26,1,6,1,1314020,0,Orinda BART  Via St Marys College,shp-6-51,3_merged_1478086,1314020_merged_1480455,
b_10001310,1,320,1,,1,Concord BART Via Diamond Blvd,shp-320-01,5,392070,
a_17004,1,20,1,1154040,1,Concord BART,shp-20-01,1_merged_1478081,1154040_merged_1478536,
a_3602,1,95X,1,,0,Walnut Creek BART Via San Ramon/Danville Park & Ride,shp-95X-02,4_merged_1478084,3020,
b_1000228,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,3_merged_1478086,111020,
a_8902,1,10,1,130020,1,Clayton,shp-10-01,4_merged_1478084,130020_merged_1478836,
a_10201,1,311,1,,0,WC  BART Via PH  BART,shp-311-51,2_merged_1478083,1362010,
b_3310,1,320,1,,0,DVC Via Diamond,shp-320-51,1_merged_1478085,471010,
b_910,1,10,1,,0,Concord BART,shp-10-53,4_merged_1478088,1223080,
a_7207,1,316,1,1293070,0,PH  BART Via Martinez AMTRAK,shp-316-51,3_merged_1478082,1293070_merged_1478331,
b_621,1,21,1,,0,San Ramon TC,shp-21-51,2_merged_1478087,1123040,
a_5607,1,335,1,,1,To San Ramon Via Bollinger Canyon,shp-335-01,3_merged_1478082,697070,
a_12602,1,14,1,119020,0,Walnut Creek BART Via PH  BART,shp-14-51,4_merged_1478084,119020_merged_1478354,
b_2000119,1,19,1,948020,0,Concord BART,shp-19-51,3_merged_1478086,948020_merged_1480081,
b_128,1,28,1,,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,4_merged_1478088,394080,
b_1000228,1,28,1,936040,0,DVC/CONCORD BART VIA DVC & VA CLINIC,shp-28-01,2_merged_1478087,936040_merged_1480441,
b_100026,1,6,1,671040,1,Lafayette BART Via St Marys College,shp-6-01,2_merged_1478087,671040_merged_1479637,
a_12602,1,14,1,670020,1,Concord BART Via PH  BART,shp-14-01,4_merged_1478084,670020_merged_1478751,
b_21,1,1,1,,1,Shadelands Via Walnut Creek BART,shp-1-01,4_merged_1478088,462080,
b_1000610,1,10,1,,1,Clayton,shp-10-01,4_merged_1478088,1353080,
a_16602,1,35,1,,1,San Ramon  TC Via Windemere Pkwy,shp-35-01,4_merged_1478084,1351020,
b_100015,1,5,1,1096040,1,Walnut Creek BART,shp-5-01,2_merged_1478087,1096040_merged_1479378,
b_291,1,91X,1,,1,Airport Plaza,shp-91X-01,4_merged_1478088,1027080,
b_3314,1,314,1,,1,Concord BART,shp-314-01,1_merged_1478085,792010,
b_37,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,2_merged_1478087,913040,
b_298,1,98X,1,,0,WC  BART,shp-98X-51,4_merged_1478088,1428080,
a_12004,1,98X,1,,0,WC  BART,shp-98X-51,1_merged_1478081,519040,
b_118,1,18,1,,0,PH  BART,shp-18-51,4_merged_1478088,594080,
a_5802,1,5,1,1414020,0,Creekside,shp-5-51,4_merged_1478084,1414020_merged_1478770,
a_5707,1,4,1,,0,Walnut Creek BART VIA Broadway Plaza,shp-4-05,3_merged_1478082,725070,
a_16404,1,20,1,957040,1,Concord BART,shp-20-01,1_merged_1478081,957040_merged_1479082,
b_115,1,15,1,,1,Concord BART Via John Muir Concord,shp-15-04,4_merged_1478088,245080,
b_110,1,10,1,593020,1,Washington Blvd /Clayton rd,shp-10-03,3_merged_1478086,593020_merged_1480159,
b_810,1,10,1,,1,Washington Blvd /Clayton rd,shp-10-03,4_merged_1478088,1454080,
b_435,1,35,1,560040,1,San Ramon  TC Via Windemere Pkwy,shp-35-01,2_merged_1478087,560040_merged_1479856,
a_17004,1,20,1,,0,DVC,shp-20-51,1_merged_1478081,812040,
b_100026,1,6,1,841040,1,Lafayette BART Via St Marys College,shp-6-01,2_merged_1478087,841040_merged_1480443,
b_121,1,21,1,51040,0,San Ramon TC,shp-21-51,2_merged_1478087,51040_merged_1480448,
a_1704,1,35,1,57040,0,Dublin BART Via Bollinger Canyon,shp-35-52,1_merged_1478081,57040_merged_1479293,
a_4202,1,1,1,,1,Shadelands Via Walnut Creek BART,shp-1-01,4_merged_1478084,761020,
b_10001321,1,321,1,,0,San Ramon,shp-321-51,1_merged_1478085,523010,
b_27,1,7,1,,0,PH BART  Via Shadelands,shp-7-04,4_merged_1478088,635080,
b_135,1,35,1,,0,Dublin BART Via Windemere Pkwy,shp-35-51,4_merged_1478088,1210080,
b_100019,1,9,1,771040,1,DVC/PH  BART,shp-9-01,2_merged_1478087,771040_merged_1479767,
b_1010,1,10,1,,1,Clayton,shp-10-01,4_merged_1478088,56080,
