shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1010465,37.842651,-122.485815,40076
1010465,37.842514,-122.485794,40077
1010465,37.842340,-122.485799,40078
1010465,37.842162,-122.485810,40079
1010465,37.841870,-122.485874,40080
1010465,37.841671,-122.485939,40081
1010465,37.841446,-122.486062,40082
1010465,37.841251,-122.486180,40083
1010465,37.840982,-122.486400,40084
1010465,37.840802,-122.486516,40085
1010465,37.840660,-122.486607,40086
1010465,37.840548,-122.486674,40087
1010465,37.840472,-122.486714,40088
1010465,37.840376,-122.486762,40089
1010465,37.840279,-122.486811,40090
1010465,37.840177,-122.486856,40091
1010465,37.840033,-122.486905,40092
1010465,37.839901,-122.486936,40093
1010465,37.839772,-122.486962,40094
1010465,37.839643,-122.486965,40095
1010465,37.839539,-122.486968,40096
1010465,37.839431,-122.486965,40097
1010465,37.839342,-122.486957,40098
1010465,37.839238,-122.486935,40099
1010465,37.839152,-122.486912,40100
1010465,37.839077,-122.486898,40101
1010465,37.839000,-122.486881,40102
1010465,37.838923,-122.486858,40103
1010465,37.838823,-122.486821,40104
1010465,37.838696,-122.486764,40105
1010465,37.838576,-122.486704,40106
1010465,37.838432,-122.486620,40107
1010465,37.838333,-122.486553,40108
1010465,37.838198,-122.486460,40109
1010465,37.838033,-122.486344,40110
1010465,37.837955,-122.486289,40111
1010465,37.837728,-122.486132,40112
1010465,37.837463,-122.485948,40113
1010465,37.837344,-122.485870,40114
1010465,37.837130,-122.485724,40115
1010465,37.836968,-122.485609,40116
1010465,37.836723,-122.485445,40117
1010465,37.836485,-122.485299,40118
1010465,37.836287,-122.485184,40119
1010465,37.835909,-122.484951,40120
1010465,37.835802,-122.484884,40121
1010465,37.835766,-122.484862,40122
1010465,37.835656,-122.484797,40123
1010465,37.835621,-122.484775,40124
1010465,37.835568,-122.484746,40125
1010465,37.835481,-122.484698,40126
1010465,37.835437,-122.484672,40127
1010465,37.835400,-122.484647,40128
1010465,37.835056,-122.484444,40129
1010465,37.835002,-122.484411,40130
1010465,37.834950,-122.484381,40131
1010465,37.834832,-122.484312,40132
1010465,37.834644,-122.484188,40133
1010465,37.834563,-122.484127,40134
1010465,37.834463,-122.484052,40135
1010465,37.834286,-122.483904,40136
1010465,37.834117,-122.483746,40137
1010465,37.834077,-122.483703,40138
1010465,37.833955,-122.483577,40139
1010465,37.833800,-122.483399,40140
1010465,37.833649,-122.483197,40141
1010465,37.833516,-122.483010,40142
1010465,37.833454,-122.482906,40143
1010465,37.833387,-122.482794,40144
1010465,37.833256,-122.482543,40145
1010465,37.833153,-122.482355,40146
1010465,37.833026,-122.482106,40147
1010465,37.832950,-122.481957,40148
1010465,37.832930,-122.481919,40149
1010465,37.832930,-122.481919,50001
1010465,37.832757,-122.481580,50002
1010465,37.832732,-122.481533,50003
1010465,37.832664,-122.481402,50004
1010465,37.832512,-122.481127,50005
1010465,37.832462,-122.481046,50006
1010465,37.832421,-122.480985,50007
1010465,37.832406,-122.480964,50008
1010465,37.832268,-122.480801,50009
1010465,37.832109,-122.480633,50010
1010465,37.831968,-122.480501,50011
1010465,37.831822,-122.480376,50012
1010465,37.831683,-122.480272,50013
1010465,37.831514,-122.480166,50014
1010465,37.831353,-122.480080,50015
1010465,37.831189,-122.480006,50016
1010465,37.831021,-122.479949,50017
1010465,37.830850,-122.479906,50018
1010465,37.830666,-122.479876,50019
1010465,37.830397,-122.479839,50020
1010465,37.830173,-122.479812,50021
1010465,37.829354,-122.479712,50022
1010465,37.829245,-122.479700,50023
1010465,37.828035,-122.479566,50024
